ID,Carats,Cert,Clarity,Color,Cut,Depth,Fluroescence,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Price,Retail,Proj Profit,Profit Perc
2736,1.13,AGSL,VVS2,K, ,59.8,Faint,,6.75x6.77x4.04, ,Botswana,Marquise, ,61,1,,"$5,647","$7,054","$1,407",25%
2737,1.2,AGSL,SI2,K, ,61.2,Faint,,6.81x6.82x4.17, ,Australia,Round, ,,2,,"$4,952","$6,778","$1,826",37%
2739,1.12,AGSL,SI2,I, ,,Faint,,6.54x6.59x4.08, ,Russia,Round, ,,1,,"$5,460","$8,324","$2,864",52%
2742,0.9,AGSL,VS2,G, ,60.8,None,,6.25-6.23*3.8,Excellent,DR Congo,Round,Excellent,60,1,,"$6,626","$5,139","-$1,487",-22%
2747,1.01,AGSL,VS2,J, ,60,None,,6.51x6.52x3.91, ,Zimbabwe,Round, ,62,2,,"$5,712","$7,044","$1,332",23%
2749,1.04,AGSL,SI1,J, ,62.4,,,6.45*6.48x4.03, ,Botswana,Round, ,57,2,,"$5,082","$8,085","$3,003",59%
2756,0.9,AGSL,SI1,G,Excellent,62.3,None,,6.15x6.2-3.85,Excellent,Canada,Marquise,Excellent,,1,"$5,715","$5,195","$9,518","$4,323",83%
2757,0.9,AGSL,SI1,G,Very good,61.5,None,,6.14x6.17x3.79,Excellent,Russia,Asscher,Good,57,1,,"$5,048","$8,813","$3,766",75%
2760,1.02,AGSL,SI2,H, ,60.2,None,,6.55x6.53x3.93,Excellent,Australia,Round,Excellent,59,2,"$5,638","$5,126","$9,255","$4,129",81%
2767,1.01,AGSL,VVS1,L, ,62,Faint,,6.39x6.42x3.97,Excellent,Russia,Round,Excellent,60,3,,"$4,710","$7,310","$2,601",55%
2769,1.09,AGSL,VS2,J, ,59.7,None,,6.7x6.67x3.99,Excellent,Angola,Pear,Excellent,60,1,,"$6,060","$9,274","$3,214",53%
2770,1,AGSL,SI2,H, ,59.8,None,,6.44-6.49x3.87,Very good,Russia,Round,Very good,64,2,,"$5,492","$8,044","$2,552",46%
2773,1.1,AGSL,SI2,I, ,62.5,None,,6.57x6.6x4.12, ,Russia,Round, ,55,1,,"$5,397","$9,195","$3,799",70%
2775,1.07,AGSL,I1,H, ,64.1,None,,6.42x6.47x4.13,Excellent,Russia,Round,Excellent,,3,"$6,098","$5,544","$10,588","$5,044",91%
2782,0.72,AGSL,VVS1,G, ,62.8,Faint,,5.75x5.72x3.6,Excellent,Australia,Asscher,Very good,57,3,,"$4,487","$6,019","$1,532",34%
2787,0.9,,VS1,H, ,63.1,None,,6.02*6.12x3.83, ,Other/Unknown,Round, ,57,1,,"$4,819","$7,313","$2,494",52%
2790,1.05,GemEx,SI2,J, ,62.5,None,,6.49x6.54x4.08, ,Botswana,Oval, ,57,3,,"$5,287","$9,065","$3,779",71%
2804,0.9,GemEx,VS2,F, ,62,None,,6.16x6.2x3.83, ,Botswana,Round, ,56,2,,"$6,837","$10,991","$4,155",61%
2805,1.19,AGSL,VVS2,K, ,59.2,None,,6.91x6.93x4.1,Excellent,Russia,Oval,Excellent,61,3,,"$5,375","$6,968","$1,593",30%
2806,1.22,AGSL,VS2,K, ,61.8,None,FALSE,6.89x6.87x4.25,Excellent,Australia,Round,Excellent,,2,,"$5,861","$8,868","$3,008",51%
2808,0.8,AGSL,VS2,D, ,61.1, ,,5.96x6.01x3.66,Very good,Australia,Round,Very good,,1,,"$5,646","$7,780","$2,134",38%
2811,1.01,AGSL,SI2,K, ,62.2,None,,6.3x6.26x3.91,Very good,DR Congo,Round,Very good,60,2,,"$4,015","$5,029","$1,014",25%
2814,1.07,AGSL,SI2,H, ,62.4,None,,6.56X6.54x4.09,Excellent,Canada,Round,Excellent,,3,,"$5,688","$9,683","$3,995",70%
2817,1.02,AGSL,SI2,I,Good,61.2,Strong Bl..,,6.29x6.32x3.86,Very good,DR Congo,Round,Very good,61,4,,"$6,703","$8,398","$1,696",25%
2823,1.01,,SI1,I, ,,Faint,,6.43x6.4x4,Excellent,Canada,Radiant,Excellent,,3,"$6,334","$5,758","$10,409","$4,651",81%
2825,1.03,AGSL,SI1,J, ,62.5,None,,6.43x6.47x4.03, ,DR Congo,Princess, ,57,4,,"$8,400","$7,694",-$706,-8%
2830,1.16,AGSL,SI2,I, ,61.6,None,,6.72x6.77x4.15, ,DR Congo,Princess, ,,1,,"$6,043","$7,200","$1,158",19%
2831,1.16,AGSL,VVS1,K, ,,Faint,,6.76x6.79x4.13, ,Canada,Round, ,,2,,"$6,007","$7,928","$1,921",32%
2834,1.12,AGSL,VS2,J, ,61.6,Strong Bl..,,6.64x6.68x4.1, ,Russia,Round, ,59,2,,"$6,197","$10,537","$4,341",70%
2836,1.01,AGSL,VS2,I, ,,None,,6.5x6.46x3.94,Excellent,Botswana,Round,Very good,63,1,,"$7,277","$9,814","$2,537",35%
2838,1.01,AGSL,SI2,H, ,60.8,None,,6.45x6.46x3.93, ,Russia,Round, ,59,3,,"$5,628","$9,421","$3,793",67%
2839,0.9,AGSL,VS1,G, ,62.7,,,6.15x6.05x3.82,Excellent,Australia,Round,Good,61,1,,"$6,052","$7,582","$1,530",25%
2853,1.21,AGSL,SI1,L,Very good,62.1,,,6.8x6.83x4.23,Very good,Russia,Asscher,Good,58,4,,"$5,674","$7,969","$2,295",40%
2859,1.04,AGSL,SI2,G, ,62.4,None,,6.5x6.46x4.04,Excellent,Russia,Emerald,Excellent,57,1,,"$5,750","$9,557","$3,807",66%
2860,1.26,AGSL,SI2,K, ,60.4,None,,6.95x7x4.21, ,Other/Unknown,Round, ,59,1,"$4,825","$4,386","$8,393","$4,007",91%
2863,1.2,AGSL,SI2,J, ,62.7,Faint,,6.77x6.69x4.22,Excellent,DR Congo,Round,Very good,56,2,,"$6,395","$6,066",-$329,-5%
2864,1.17,AGSL,SI2,I, ,56.7,Medium Bl..,FALSE,6.99x7.07x3.98,Good,South Africa,Round,Good,63,1,,"$7,223","$7,513",$290,4%
2871,0.9,,SI1,D, ,63.8,,,6.09x6.03x3.87,Excellent,Angola,Oval ,Very good,57,3,,"$6,288","$8,848","$2,560",41%
2874,1,AGSL,SI1,G, ,64.9,,,6.28x6.23x4.06,Excellent,Russia,Round,Very good,,4,,"$8,465","$10,936","$2,471",29%
2875,1.16,,SI2,J, ,61.8,None,,6.69x6.74x4.15, ,Russia,Round, ,,2,,"$6,288","$8,884","$2,596",41%
2887,1.04,AGSL,SI1,I, ,62.2,Faint,,6.49x6.51x4.05, ,Canada,Round, ,,3,,"$6,091","$9,923","$3,832",63%
2889,1.11,AGSL,SI2,I, ,61.1,Faint,,6.63x6.68x4.06, ,Russia,Round, ,,4,,"$8,109","$10,519","$2,411",30%
2896,1.11,AGSL,SI2,H, ,59.8,None,,6.76x6.74x4.03,Excellent,Russia,Princess,Excellent,60,2,,"$6,543","$8,941","$2,399",37%
2903,1.05,GemEx,SI2,K, ,63,None,,6.44x6.43x4.06,Excellent,Canada,Emerald,Very good,58,1,"$4,639","$4,217","$8,075","$3,858",91%
2905,0.9,AGSL,VS1,G, ,,Faint,,6.15x6.13x3.8,Very good,Russia,Round,Good,56,1,,"$5,879","$8,188","$2,309",39%
2913,1.05,AGSL,SI1,I, ,62.4,None,,6.52x6.48x4.05,Excellent,Other/Unknown,Pear,Excellent,57,3,,"$6,736","$10,942","$4,206",62%
2914,1.12,AGSL,SI2,I, ,60.6,,,6.75x6.8x4.11, ,Russia,Emerald, ,55,4,,"$7,828","$8,092",$264,3%
2918,1.01,AGSL,SI1,I, ,59.5,None,,6.53x6.54x3.89, ,Russia,Emerald, ,,1,,"$6,143","$9,318","$3,175",52%
2925,1,AGSL,SI1,F, ,60.4,Faint,,6.35x6.49+3.88, ,Russia,Round, ,52,1,,"$7,865","$11,355","$3,491",44%
2928,1.04,AGSL,SI2,G, ,62.1,None,,6.47x6.49x4.02,Excellent,Angola,Round,Excellent,57,2,,"$6,112","$9,883","$3,771",62%
2931,1.27,AGSL,VS2,K, ,,Medium Bl..,,6.88x6.93x4.31, ,Russia,Asscher, ,56,1,,"$6,018","$9,954","$3,936",65%
2937,1.33,AGSL,SI1,L, ,,,,7.04x7.08x4.32, ,Botswana,Round, ,,2,"$5,695","$5,177","$9,235","$4,058",78%
2942,0.9,AGSL,VS2,G, ,62,None,TRUE,6.16x6.17x3.82, ,Zimbabwe,Marquise, ,57,3,"$6,652","$6,047","$11,648","$5,601",93%
2943,1.3,AGSL,SI2,K, ,61.7,,,6.97x6.99x4.3, ,Australia,Round, ,59,2,"$5,496","$4,996","$9,367","$4,371",87%
2944,1.02,AGSL,SI1,I, ,62.3,None,,6.4x6.44x4, ,Canada,Round, ,58,1,,"$6,163","$10,364","$4,201",68%
2945,1.05,AGSL,VS2,J, ,62.1,Medium Bl..,,6.46x6.48x4.02,Excellent,Canada,Round,Excellent,57,1,,"$5,598","$9,295","$3,698",66%
2947,1,AGSL,SI1,K, ,60.7,,,6.42x6.38x3.89,Very good,DR Congo,Oval,Very good,62,3,,"$4,079","$6,637","$2,558",63%
2959,1.3,AGSL,VS2,K, ,59.9,Medium Bl..,,7.12X7.08x4.25,Excellent,Australia,Round,Excellent,59,4,,"$6,495","$9,353","$2,858",44%
2962,1,AGSL,IF,J, ,,Faint,,6.42x6.48x3.97,Excellent,Russia,Round,Excellent,58,2,,"$7,341","$9,628","$2,287",31%
2964,1.07,AGSL,SI2,I, ,60.7,None,,6.62x6.64x4.02, ,Australia,Round, ,,3,,"$5,552","$9,546","$3,994",72%
2968,1.17,AGSL,SI2,G, ,,Strong Bl..,FALSE,6.71x6.72x4.18, ,South Africa,Round, ,,3,,"$7,099","$9,581","$2,483",35%
2970,1.04,AGSL,VS2,H, ,66.1,Faint,,6.2x6.24x4.11, ,Russia,Princess, ,56,3,,"$6,798","$10,352","$3,554",52%
2971,0.91,,VS1,F, ,,None,,6.08x6.04x3.9,Excellent,Botswana,Radiant,Very good,56,1,,"$5,134","$7,989","$2,856",56%
2977,0.9,AGSL,VVS2,G, ,62.8,None,,6.14x6.12x3.85,Excellent,South Africa,Round,Very good,56,1,,"$5,812","$7,438","$1,626",28%
2980,1.08,AGSL,VS2,J, ,61.8,None,,6.57x6.6*4.07, ,Australia,Marquise, ,58,2,"$6,268","$5,698","$10,235","$4,537",80%
2983,1.11,AGSL,SI1,I, ,60.3,Faint,,6.72x6.68x4.04,Excellent,Russia,Round,Excellent,59,3,,"$6,544","$11,384","$4,841",74%
2984,1.21,AGSL,VS1,K, ,61.9,Faint,FALSE,6.82x6.83x4.23, ,DR Congo,Asscher, ,57,1,,"$5,702","$5,999",$297,5%
2987,1.08,AGSL,SI1,I, ,60.3,None,,6.67x6.64x4.02,Excellent,Angola,Round,Excellent,,4,,"$7,991","$10,627","$2,636",33%
3002,1.08,AGSL,VS1,J, ,,Medium Bl..,,6.53x6.57x4.11, ,Angola,Round, ,,4,,"$8,091","$10,666","$2,575",32%
3003,0.9,AGSL,VS1,H, ,62.9,None,,6.12x6.16x3.86, ,Angola,Oval , ,56,2,,"$5,775","$7,362","$1,588",27%
3008,1.2,AGSL,VS2,J, ,61.3,None,,6.83x6.77x4.17,Excellent,Australia,Round,Very good,63,3,,"$6,363","$11,202","$4,839",76%
3009,1.2,AGSL,SI1,J, ,61.4,Faint,,6.84x6.8x4.19,Very good,Australia,Marwuise,Very good,56,3,"$6,422","$5,839","$11,139","$5,300",91%
3012,1.2,AGSL,SI1,J, ,61.6,,FALSE,6.81x6.79x4.19,Excellent,South Africa,Round,Excellent,57,2,"$6,775","$6,159","$11,200","$5,041",82%
3017,1.11,AGSL,IF,K, ,61.7,,,6.61x6.71x4.11,Excellent,Russia,Round,Very good,56,1,"$5,554","$5,049","$9,751","$4,702",93%
3022,1.24,AGSL,VS2,L,Excellent,61.9,None,,6.9x6.92x4.28,Very good,Australia,Emerald,Very good,58,4,,"$6,753","$9,333","$2,580",38%
3026,1.05,AGSL,SI2,G, ,59.9, ,,6.6-6.62x3.96,Excellent,Australia,Emerald,Excellent,,2,,"$6,650","$10,643","$3,994",60%
3029,1.14,AGSL,SI2,I, ,61.9,Faint,,6.67x6.71x4.14, ,Russia,Pear, ,,1,,"$5,986","$9,978","$3,992",67%
3030,1.21,,VS2,J, ,63.3,Faint,,6.75x6.72x4.27,Very good,South Africa,Round,Excellent,59,2,,"$6,500","$10,844","$4,344",67%
3037,1.11,AGSL,SI1,J, ,62.1,None,FALSE,6.6x6.64x4.11,Excellent,Angola,Round,Excellent,60,1,"$6,294","$5,722","$10,612","$4,890",85%
3040,1,AGSL,SI2,F, ,62.3,,,6.34x6.37x3.95,Very good,DR Congo,Oval,Excellent,,2,,"$5,482","$7,887","$2,405",44%
3041,1.12,AGSL,SI2,G, ,61.7,None,,6.66x6.7x4.12, ,Botswana,Emerald, ,56,3,,"$7,761","$10,624","$2,863",37%
3050,1.03,GemEx,VVS1,J, ,61.6,None,FALSE,6.5x6.51x4.01, ,Canada,Marwuise, ,59,3,,"$5,565","$9,139","$3,574",64%
3055,1,AGSL,VS2,K, ,62.7,,,6.25x6.2x3.9,Excellent,Russia,Round,Very good,60,4,,"$6,796","$6,136",-$660,-10%
3064,1.01,AGSL,SI2,F, ,59.8,Medium Bl..,,6.52x6.54x3.91,Excellent,Australia,Round,Excellent,60,1,,"$6,244","$9,148","$2,904",47%
3076,1.7,AGSL,SI2,M, ,,Faint,,7.66x7.61x4.7,Very good,Australia,Princess,Excellent,61,3,,"$9,515","$12,240","$2,725",29%
3082,1.01,AGSL,SI1,H, ,62.2,Faint,,6.44x6.41x4,Excellent,Australia,Princess,Excellent,58,1,,"$6,240","$10,709","$4,469",72%
3087,1,AGSL,SI1,F, ,64.5,None,,6.26x6.23x4.03,Excellent,DR Congo,Round,Good,54,1,,"$6,189","$6,798",$610,10%
3093,1.09,AGSL,VS2,I, ,62.8,Faint,FALSE,6.56x6.53x4.11,Excellent,Canada,Round,Excellent,,1,,"$7,812","$10,818","$3,006",38%
3097,1,AGSL,SI1,E, ,,Medium Bl..,,6.18x6.25x3.99, ,Australia,Round, ,,3,,"$6,101","$8,786","$2,685",44%
3104,1.31,AGSL,SI2,J, ,62.4,Strong Bl..,,7.02x6.99x4.37,Excellent,Angola,Round,Excellent,58,4,,"$7,287","$11,271","$3,985",55%
3114,1.01,,SI1,I, ,63.2,Faint,,6.33x6.39x4.02,Very good,South Africa,Asscher,Very good,56,3,,"$6,021","$9,557","$3,537",59%
3122,0.99,,SI1,E, ,63.9,Strong Bl..,,6.3x6.24x4.01,Excellent,Russia,Pear,Very good,56,3,"$6,529","$5,935","$12,024","$6,089",103%
3124,1.05,AGSL,VS1,J, ,61,Faint,,6.5x6.54x3.98,Excellent,Other/Unknown,Round,Excellent,59,3,,"$5,825","$9,318","$3,494",60%
3125,1.32,AGSL,VS2,K, ,62.1,Faint,,7.06x7.03x4.38,Excellent,DR Congo,Princess,Excellent,56,3,,"$5,344","$9,183","$3,840",72%
3128,1.13,GemEx,SI2,I, ,61.9,None,,6.66x6.69x4.13,Excellent,Russia,Round,Excellent,58,3,"$6,410","$5,827","$10,372","$4,545",78%
3130,1.27,AGSL,SI2,J, ,62,None,,6.96x6.94x4.31,Excellent,Russia,Round,Excellent,56,2,,"$7,087","$10,528","$3,441",49%
3131,0.9,,VS2,F, ,62.5,None,,6.1x6.13X3.82, ,Botswana,Round, ,55,2,,"$6,028","$8,541","$2,514",42%
3135,1.11,AGSL,SI2,H, ,62.4,None,,6.58x6.62x4.12, ,Canada,Oval, ,,2,,"$6,026","$9,791","$3,766",62%
3139,1.13,AGSL,SI2,G, ,62.8,None,FALSE,6.61x6.65x4.17, ,Russia,Cushion, ,57,2,,"$6,822","$10,514","$3,692",54%
3140,1.03,AGSL,SI2,E, ,60.8,Faint,,6.54x6.5x3.97,Excellent,DR Congo,Uncut,Very good,58,4,,"$7,276","$6,901",-$376,-5%
3141,1.07,AGSL,SI2,H, ,62,None,,6.54x6.56x4.06, ,Russia,Round, ,57,1,,"$5,657","$9,002","$3,345",59%
3145,1.22,GemEx,SI2,K,Excellent,59.4,None,,6.94x6.96x4.13,Very good,DR Congo,Round,Excellent,59,2,,"$4,195","$5,514","$1,319",31%
3151,1.01,AGSL,SI1,H, ,59.4,None,,6.44x6.46x3.83,Excellent,Australia,Round,Very good,59,2,"$7,231","$6,574","$11,845","$5,272",80%
3152,1.02,AGSL,VVS2,J, ,61.1,None,,6.46x6.5x3.96,Excellent,Botswana,Radiant,Excellent,59,2,,"$5,596","$9,418","$3,822",68%
3155,1.2,GemEx,VS1,K, ,62.8, ,,6.71x6.8x4.24,Excellent,DR Congo,Round,Very good,58,1,,"$5,532","$9,427","$3,896",70%
3159,1.01,AGSL,SI2,G, ,,,,6.52x6.57x3.87,Very good,Botswana,Round,Very good,,3,,"$5,915","$9,563","$3,648",62%
3163,1.23,,VS1,L,Excellent,62,None,,6.87x6.89x4.27,Excellent,Canada,Princess,Excellent,,4,,"$7,076","$9,220","$2,145",30%
3170,1.14,AGSL,SI2,G, ,62.9,Medium Bl..,FALSE,6.62x6.67x4.18, ,Botswana,Princess, ,56,3,,"$7,524","$11,156","$3,633",48%
3175,1.02,AGSL,SI1,H, ,,None,,6.28x6.32x4.09,Excellent,Botswana,Round,Excellent,57,2,,"$6,305","$10,441","$4,136",66%
3180,0.9,AGSL,VVS2,F, ,63.9,None,,6.09x6.03x3.87,Excellent,DR Congo,Round,Excellent,,2,,"$6,500","$6,487",-$13,0%
3181,0.9,AGSL,VVS2,F, ,,None,,6.07x6.04x3.88,Excellent,Angola,Princess,Excellent,57,1,,"$5,837","$6,891","$1,055",18%
3188,1.02,AGSL,SI2,E, ,62.6,Faint,,6.41x6.43x4.02, ,Russia,Round, ,57,3,,"$6,155","$10,337","$4,182",68%
3192,1.09,AGSL,SI2,E, ,61.9,Strong Bl..,,6.57x6.61x4.08,Excellent,Russia,Round,Excellent,,3,"$7,981","$7,255","$13,966","$6,711",93%
3197,1.01,AGSL,VS1,I, ,,Faint,,6.48x6.46x3.98,Excellent,Russia,Emerald,Excellent,59,2,,"$7,703","$9,637","$1,934",25%
3203,0.91,AGSL,VS2,G, ,,None,,6.17+6.21x3.87, ,DR Congo,Pear, ,,2,,"$6,062","$7,215","$1,153",19%
3212,1,AGSL,SI2,H,Excellent,,None,,6.44x6.48x3.96,Excellent,Russia,Radiant,Excellent,,3,"$6,129","$5,572","$10,175","$4,603",83%
3218,1.05,AGSL,SI2,H, ,62.5,None,,6.48x6.51x4.06,Excellent,Canada,Oval ,Excellent,,3,,"$5,468","$9,508","$4,041",74%
3222,1.4,AGSL,SI1,L, ,60.9,,,7.19x7.21x4.38, ,Russia,Pear, ,60,2,,"$7,353","$11,499","$4,147",56%
3223,1.42,GemEx,VS2,K, ,,Strong Bl..,,7.17x7.14x4.49,Excellent,Australia,Round,Excellent,,1,,"$6,762","$10,597","$3,835",57%
3235,1.01,GemEx,VS1,G, ,65.4,Faint,FALSE,6.12x6.28x4.06, ,Angola,Round, ,54,3,,"$7,665","$8,238",$574,7%
3245,1.21,AGSL,SI2,I, ,62.4,Medium Bl..,,6.77*6.8-4.24, ,Russia,Round, ,56,2,,"$6,877","$9,878","$3,001",44%
3253,1.4,AGSL,VS2,K, ,63.1,Faint,,7.12x7.05x4.47,Excellent,Russia,Round,Excellent,57,4,,"$6,230","$10,462","$4,232",68%
3257,1.08,AGSL,VS2,I, ,60.2, ,,6.64x6.7x4.02,Very good,Australia,Round,Very good,58,3,,"$7,316","$11,012","$3,697",51%
3258,1.2,AGSL,VVS2,J, ,62.6,None,,6.8x6.74x4.24,Excellent,Canada,Round,Excellent,,4,,"$7,564","$11,260","$3,696",49%
3266,1.35,,SI1,K, ,62.4,,,7x7.05x4.38, ,DR Congo,Marquise, ,,3,,"$5,480","$8,173","$2,693",49%
3268,1.5,AGSL,SI2,L, ,61.5,None,,7.34x7.36x4.52, ,Botswana,Asscher, ,59,4,,"$8,125","$10,153","$2,028",25%
3269,1.09,AGSL,SI2,F, ,,,,6.57X6.6x4.09, ,Australia,Round, ,,3,,"$7,270","$10,549","$3,279",45%
3270,1.18,AGSL,SI2,I, ,62.3, ,,6.76x6.77x4.21,Excellent,Botswana,Marquise,Excellent,57,3,,"$6,370","$9,081","$2,711",43%
3273,1.16,AGSL,SI1,F, ,61.4,Strong Bl..,,6.74x6.78x4.15,Excellent,Russia,ROUND,Excellent,,2,,"$7,914","$12,316","$4,403",56%
3274,1.26,AGSL,VS2,J, ,62.5,,,6.89x6.86x4.3,Excellent,South Africa,Oval,Excellent,57,4,,"$7,881","$12,411","$4,530",57%
3281,1.41,AGSL,VVS2,L, ,61.9,Faint,,7.15x7.19x4.44, ,Russia,Round, ,59,2,,"$7,945","$10,986","$3,041",38%
3284,0.91,AGSL,VS2,E, ,,Faint,,6.21x6.24x3.8, ,Russia,Round, ,60,2,,"$7,018","$10,772","$3,754",53%
3292,1.51,AGSL,VS2,L, ,62.5,Strong Bl..,,7.36x7.28x4.58,Very good,DR Congo,Uncut,Very good,56,2,,"$7,248","$11,399","$4,152",57%
3293,1,AGSL,VVS1,I, ,62.1,Faint,,6.43x6.45x4, ,Botswana,Round, ,,4,,"$7,947","$11,153","$3,206",40%
3295,1.54,GemEx,VS2,L, ,58,None,,7.63x7.6x4.42,Excellent,Russia,Oval,Excellent,62,2,,"$8,937","$11,540","$2,603",29%
3300,1.5,AGSL,SI1,L, ,62.8,Faint,,7.3x7.21x4.56,Excellent,Botswana,Round,Very good,57,2,,"$7,501","$11,433","$3,933",52%
3305,1.01,,SI1,G, ,61, ,,6.43x6.48x3.94,Good,Russia,Round,Good,,3,,"$7,663","$9,861","$2,198",29%
3319,1.01,AGSL,VS1,I, ,60.1,None,,6.47x6.52x3.9, ,Russia,Radiant, ,60,4,,"$8,152","$9,759","$1,608",20%
3325,1.21,AGSL,VS2,I, ,,Medium Bl..,,6.98x6.93x4.15,Very good,Angola,Round,Good,57,2,,"$8,717","$13,222","$4,505",52%
3328,1.08,AGSL,VS1,J, ,62.4,None,,6.56x6.61x4.11,Excellent,Canada,Oval,Excellent,55,3,,"$6,186","$10,346","$4,160",67%
3334,1.3,AGSL,SI1,J, ,62.3,,,7.03x7x4.37,Excellent,Russia,Round,Excellent,55,3,,"$7,391","$11,261","$3,870",52%
3335,1.3,AGSL,SI1,J, ,62.6,None,,7x6.96x4.37,Excellent,Angola,Oval,Excellent,55,2,,"$7,112","$12,544","$5,432",76%
3336,1.3,,SI1,J, ,,,,7.12x7.09x4.24,Excellent,Canada,Round,Excellent,60,1,,"$7,756","$12,930","$5,174",67%
3338,1.36,AGSL,VVS2,K, ,62.2,,FALSE,7.06x7.09x4.4, ,Botswana,Emerald, ,,1,,"$6,038","$9,347","$3,309",55%
3340,1.22,AGSL,SI2,H, ,62.8,None,FALSE,6.82x6.8x4.28,Excellent,South Africa,Round,Excellent,,4,,"$7,940","$12,984","$5,044",64%
3343,1,AGSL,VS2,H, ,62.5,,,6.33x6.37x3.97,Excellent,Russia,Emerald,Good,60,2,,"$7,417","$11,890","$4,473",60%
3347,1.33,AGSL,SI2,J, ,62.9,None,,7.01x6.98x4.4,Excellent,Canada,Round,Excellent,,2,,"$7,563","$11,155","$3,592",47%
3349,1,GemEx,SI2,E,Good,63.3,None,,6.24x6.28x3.96,Very good,Russia,Princess,Very good,61,4,,"$6,894","$10,125","$3,231",47%
3350,1,AGSL,SI1,H,Good,,None,,6.28x6.32x3.96,Very good,Angola,Emerald,Good,59,4,,"$7,103","$7,659",$557,8%
3353,1.2,AGSL,SI1,I, ,60.7,None,,6.88x6.84x4.17,Excellent,Russia,Emerald,Excellent,59,2,"$8,496","$7,724","$13,812","$6,089",79%
3360,1.26,AGSL,VS1,J, ,60.6,Faint,,7.01x6.98*4.24,Excellent,DR Congo,Princess,Excellent,59,4,,"$8,143","$12,311","$4,168",51%
3365,1.01,AGSL,SI1,H,Good,63.8,None,,6.16x6.24x3.96,Very good,Australia,Princess,Good,,2,,"$6,154","$10,846","$4,692",76%
3366,1.01,AGSL,SI2,F, ,62.4,None,,6.41x6.44x4.01,Excellent,Russia,Round,Excellent,,3,,"$5,807","$10,114","$4,307",74%
3367,1.01,AGSL,SI2,F, ,60.8,Faint,,6.41x6.44x3.91,Excellent,Botswana,Emerald,Very good,61,2,,"$5,698","$8,909","$3,211",56%
3369,1.4,AGSL,VS2,K, ,60.2,,,7.23x7.24x4.35, ,Russia,Round, ,60,2,,"$7,532","$11,745","$4,213",56%
3375,1.01,AGSL,SI2,F,Excellent,,None,,6.39x6.45x3.97,Excellent,Botswana,Oval,Very good,56,4,,"$7,954","$11,160","$3,206",40%
3382,1,AGSL,SI1,H,Very good,62.8,None,,6.28x6.31x3.96,Good,Botswana,Round,Good,56,2,,"$6,073","$9,352","$3,279",54%
3384,1.42,AGSL,VS1,L, ,59.8,Strong Bl..,,7.33x7.3x4.37,Excellent,DR Congo,Round,Excellent,60,3,,"$7,685","$11,261","$3,577",47%
3385,1.41,AGSL,VS2,K, ,60,,FALSE,7.24x7.28x4.36, ,DR Congo,Radiant, ,60,2,,"$8,024","$11,121","$3,097",39%
3391,1.2,AGSL,SI2,G, ,59.7,None,,6.92x6.88x4.12,Excellent,Russia,Round,Excellent,60,3,,"$6,983","$11,703","$4,720",68%
3394,1.23,AGSL,VS2,J, ,62.1, ,,6.81x6.85x4.24,Excellent,Russia,Round,Excellent,56,2,,"$6,868","$11,817","$4,949",72%
3406,1,AGSL,SI1,G, ,63.1,None,,6.31x6.33x3.99,Very good,Russia,Round,Excellent,59,2,,"$6,940","$10,693","$3,753",54%
3409,1,AGSL,VS2,G, ,58.7,,,6.56x6.52x3.84,Excellent,Russia,Princess,Very good,,3,,"$7,953","$12,671","$4,718",59%
3412,1.12,AGSL,SI2,G,Excellent,62.6,,,6.61x6.63x4.15,Excellent,Russia,Round,Excellent,55,2,,"$6,824","$10,873","$4,049",59%
3417,1.43,AGSL,SI1,K, ,62.4,Faint,,7.17x7.2x4.48, ,Russia,Oval, ,57,2,,"$7,299","$12,588","$5,289",72%
3420,1.06,GemEx,VVS1,I, ,59.9,Faint,,6.6x6.65x3.97, ,Botswana,Round, ,,2,"$7,861","$7,147","$12,640","$5,494",77%
3421,1.5,AGSL,VS1,L, ,,None,,7.46x7.43x4.42,Excellent,Botswana,ROUND,Excellent,61,4,,"$8,329","$11,701","$3,372",40%
3427,1.01,AGSL,IF,I, ,59.5,Strong,,6.46x6.48x3.85,Excellent,Canada,Round,Excellent,64,2,,"$7,588","$10,573","$2,985",39%
3429,1.01,AGSL,VS2,J, ,,None,,6.24x6.27x4,Excellent,Russia,Round,Good,59,3,"$5,512","$5,011","$8,857","$3,846",77%
3430,1.02,AGSL,SI1,G, ,60,Faint,,6.5x6.53x3.91, ,Russia,Oval, ,61,4,,"$7,826","$12,386","$4,560",58%
3431,1.3,AGSL,VS1,J, ,62.6,None,FALSE,6.98x6.94x4.35,Excellent,Australia,Marquis,Excellent,57,2,,"$7,946","$10,779","$2,833",36%
3433,1.31,AGSL,SI2,I, ,62.5,,,6.98x6.96*4.35,Excellent,Angola,Round,Excellent,58,2,,"$8,065","$12,966","$4,901",61%
3434,1.23,AGSL,SI1,J,Excellent,62.6,None,,6.86x6.88x4.3,Excellent,Russia,Round,Excellent,56,2,,"$7,220","$11,675","$4,455",62%
3436,1.31,AGSL,SI2,I, ,62.4,None,,7x6.98x4.36,Excellent,Australia,Asscher,Excellent,,2,,"$8,126","$13,293","$5,167",64%
3438,1.05,AGSL,SI2,I, ,62.7,None,TRUE,6.5x6.46x4.06,Excellent,DR Congo,Round,Excellent,57,4,,"$7,260","$9,024","$1,764",24%
